Duration,Response,Stimulus condition,Eccentricity
1.05,1.1120584990003408,2,"[12, 0]"
1.125,1.1039662919993134,1,"[-3, 0]"
1.125,1.224022103999232,3,"[-12, 0]"
0.9,0.976016211001479,1,"[-3, 0]"
1.45,2.1440259249993687,2,"[12, 0]"
0.825,0.9920075030004227,3,"[-12, 0]"
1.45,1.527975383998637,0,"[3, 0]"
1.375,0.9360079720008798,1,"[-3, 0]"
1.45,1.3440069539992692,0,"[3, 0]"
1.375,1.4159647039996344,3,"[-12, 0]"
1.375,1.3520366709999507,2,"[12, 0]"
1.45,1.1840408440002648,2,"[12, 0]"
0.75,0.6959625380004582,1,"[-3, 0]"
1.25,1.19993325500036,3,"[-12, 0]"
1.05,0.8239640760002658,1,"[-3, 0]"
1.125,0.8559849040011613,0,"[3, 0]"
1.525,0.359960603998843,3,"[-12, 0]"
0.975,0.9360001620007097,0,"[3, 0]"
1.25,0.9680014710011164,2,"[12, 0]"
0.75,0.5280475540002953,0,"[3, 0]"
1.525,0.6480129610008589,0,"[3, 0]"
1.25,1.1360178380000434,0,"[3, 0]"
1.125,0.9839608860002045,1,"[-3, 0]"
0.9,1.0319835310001508,3,"[-12, 0]"
0.975,1.2239950229995884,2,"[12, 0]"
0.75,0.7521273719994497,3,"[-12, 0]"
0.975,1.0319850920004683,1,"[-3, 0]"
1.525,1.2400418699999136,0,"[3, 0]"
1.375,1.4399759530006122,2,"[12, 0]"
0.975,0.879975486001058,3,"[-12, 0]"
0.9,1.0399259149999125,0,"[3, 0]"
1.525,1.4960166350010695,3,"[-12, 0]"
0.9,1.1920041560006212,1,"[-3, 0]"
1.375,1.5200026969996543,3,"[-12, 0]"
1.525,1.3520366359989566,0,"[3, 0]"
1.45,1.3039284000005864,3,"[-12, 0]"
1.25,1.3040269120010635,1,"[-3, 0]"
0.75,0.7600003580009798,3,"[-12, 0]"
1.125,1.0560425379990193,1,"[-3, 0]"
0.975,0.8240088260008633,0,"[3, 0]"
1.45,1.4719745380007225,0,"[3, 0]"
1.125,1.0801023340009124,0,"[3, 0]"
1.375,1.391998863000481,0,"[3, 0]"
1.05,0.6880125379993842,1,"[-3, 0]"
0.825,0.7840471140007139,0,"[3, 0]"
0.825,1.0320017200010625,2,"[12, 0]"
0.75,1.0159538839998277,2,"[12, 0]"
1.05,1.3200046889996884,0,"[3, 0]"
1.25,1.5201077820001956,0,"[3, 0]"
1.05,0.9999719960014772,1,"[-3, 0]"
0.75,0.8400458230007644,3,"[-12, 0]"
1.525,1.4560483179993753,3,"[-12, 0]"
0.975,0.9120180089994392,0,"[3, 0]"
1.525,1.504039297999043,1,"[-3, 0]"
0.9,0.8080169339991699,2,"[12, 0]"
0.9,0.9680060509999748,3,"[-12, 0]"
1.125,1.3280156190012349,1,"[-3, 0]"
0.825,0.7920080330004566,0,"[3, 0]"
1.25,1.4639962159999413,0,"[3, 0]"
1.125,1.3999880020001,2,"[12, 0]"
0.975,1.167977864999557,3,"[-12, 0]"
0.825,0.9999887850008236,0,"[3, 0]"
1.375,1.5360540059991763,3,"[-12, 0]"
1.45,1.280006275001142,2,"[12, 0]"
1.05,1.2160259259999293,2,"[12, 0]"
1.25,1.2639848929993605,1,"[-3, 0]"
0.75,0.8959971820004284,3,"[-12, 0]"
1.45,1.5199748659997567,3,"[-12, 0]"
1.125,1.1919683910000458,0,"[3, 0]"
0.825,0.8400575169998774,1,"[-3, 0]"
0.75,0.8080672549986048,1,"[-3, 0]"
1.05,0.7680312949996733,0,"[3, 0]"
0.975,0.8560157050014823,0,"[3, 0]"
1.25,1.231995891999759,1,"[-3, 0]"
1.125,1.4639614379993873,2,"[12, 0]"
1.125,1.1760318420001568,2,"[12, 0]"
1.375,1.359986581001067,0,"[3, 0]"
0.75,0.8399711889996979,1,"[-3, 0]"
0.75,0.8159747139998217,3,"[-12, 0]"
0.825,0.839975544000481,3,"[-12, 0]"
1.525,1.215965467001297,2,"[12, 0]"
0.975,1.400086530000408,0,"[3, 0]"
0.9,1.087956891999056,1,"[-3, 0]"
1.525,1.4318879340007697,1,"[-3, 0]"
1.25,1.160030316999837,0,"[3, 0]"
1.125,1.3520304800003942,3,"[-12, 0]"
0.825,1.1119191439993301,3,"[-12, 0]"
0.75,1.02399602100013,2,"[12, 0]"
1.25,1.3680120020017057,1,"[-3, 0]"
1.375,1.6000417010000092,3,"[-12, 0]"
1.45,1.6319780920002813,1,"[-3, 0]"
0.9,1.06408251799985,2,"[12, 0]"
1.05,1.568042801000047,3,"[-12, 0]"
1.05,1.2320306890014763,3,"[-12, 0]"
0.975,1.2000437389997387,1,"[-3, 0]"
1.25,1.584000074000869,2,"[12, 0]"
0.975,1.2480562689997896,2,"[12, 0]"
1.25,1.8399864920011169,1,"[-3, 0]"
0.825,1.1039861860008386,3,"[-12, 0]"
1.525,1.5599913690002722,0,"[3, 0]"
0.825,1.0000308439994114,2,"[12, 0]"
1.375,1.7760743930011813,0,"[3, 0]"
0.825,1.055955455000003,2,"[12, 0]"
0.825,1.0800345509996987,1,"[-3, 0]"
1.525,1.4720176680002623,2,"[12, 0]"
0.975,1.1759882520000247,2,"[12, 0]"
1.525,1.7760498829993594,1,"[-3, 0]"
0.975,1.3040132610003639,1,"[-3, 0]"
1.45,1.5759989700000006,0,"[3, 0]"
0.975,1.3519920889993955,2,"[12, 0]"
1.375,1.560045614000046,1,"[-3, 0]"
0.75,1.095987407999928,2,"[12, 0]"
1.525,1.2400490240015642,0,"[3, 0]"
1.25,1.3920113620006305,3,"[-12, 0]"
1.375,1.4880094500003906,0,"[3, 0]"
0.975,1.1439608130003762,2,"[12, 0]"
1.125,1.384017644000778,2,"[12, 0]"
1.45,1.240026896000927,3,"[-12, 0]"
1.375,1.5199913950000337,1,"[-3, 0]"
0.975,1.287967383999785,2,"[12, 0]"
1.05,1.0879480490002607,0,"[3, 0]"
1.05,1.2559946889996354,3,"[-12, 0]"
0.825,1.2080621719996998,1,"[-3, 0]"
1.45,1.808044344999871,1,"[-3, 0]"
0.9,1.416025055999853,3,"[-12, 0]"
0.825,1.0479072279995307,1,"[-3, 0]"
1.25,1.2319593869997334,2,"[12, 0]"
0.9,1.0880283819988108,0,"[3, 0]"
1.25,1.2160258529984276,3,"[-12, 0]"
0.75,1.0160229089997301,0,"[3, 0]"
1.45,1.4480157309990318,3,"[-12, 0]"
1.125,1.2320428459988761,3,"[-12, 0]"
0.75,1.2479815659989981,1,"[-3, 0]"
1.45,1.7279657870003575,1,"[-3, 0]"
1.525,1.7839705510014028,1,"[-3, 0]"
0.9,1.3040206660007243,0,"[3, 0]"
1.525,1.9200144700007513,2,"[12, 0]"
0.825,1.5439689440008806,2,"[12, 0]"
0.9,0.7600082320004731,2,"[12, 0]"
0.75,0.5680578179999429,2,"[12, 0]"
1.125,1.0959433799998806,0,"[3, 0]"
0.975,1.0720192389999283,3,"[-12, 0]"
1.125,1.1040102719998686,3,"[-12, 0]"
1.525,1.4879988859993318,3,"[-12, 0]"
1.05,1.032029957001214,0,"[3, 0]"
1.05,1.0879466559999855,0,"[3, 0]"
0.9,1.1680382089998602,2,"[12, 0]"
1.525,1.5280364509999345,1,"[-3, 0]"
0.975,1.144032275000427,0,"[3, 0]"
0.975,1.1599802109994926,3,"[-12, 0]"
1.525,1.5919394780012226,2,"[12, 0]"
1.25,1.5119636239996908,3,"[-12, 0]"
1.525,1.6480202790007752,3,"[-12, 0]"
0.825,0.9279816069993103,1,"[-3, 0]"
1.525,1.4960214380007528,2,"[12, 0]"
1.45,1.744049309998445,1,"[-3, 0]"
0.9,1.0639191529990057,0,"[3, 0]"
1.375,1.4479877570011013,0,"[3, 0]"
0.9,1.0879900789987005,3,"[-12, 0]"
1.375,1.2640129889987293,0,"[3, 0]"
1.25,1.4079729010009032,0,"[3, 0]"
0.9,1.248020594000991,3,"[-12, 0]"
1.125,1.5200115780007764,3,"[-12, 0]"
1.525,1.3759905520000757,1,"[-3, 0]"
1.525,1.7119526660007978,0,"[3, 0]"
0.825,0.703998621998835,3,"[-12, 0]"
1.525,1.5359188269994775,2,"[12, 0]"
0.9,1.0000232800011872,3,"[-12, 0]"
0.9,1.0320114900005137,1,"[-3, 0]"
0.75,1.0239618530013104,1,"[-3, 0]"
0.825,0.6799898830013262,0,"[3, 0]"
1.25,0.9679911690000154,3,"[-12, 0]"
1.45,1.3120185019997734,1,"[-3, 0]"
1.25,1.1759807130001718,3,"[-12, 0]"
0.975,0.9919366920003085,3,"[-12, 0]"
0.9,0.7999342719995184,1,"[-3, 0]"
1.125,0.9919810980009061,0,"[3, 0]"
1.05,1.2480088289994455,1,"[-3, 0]"
0.75,1.2240117519995692,0,"[3, 0]"
0.75,0.8080337419996795,0,"[3, 0]"
1.45,1.1920528250011557,0,"[3, 0]"
1.375,1.2799147039986565,2,"[12, 0]"
0.825,0.9760393819997262,0,"[3, 0]"
1.45,1.4159611260001839,3,"[-12, 0]"
0.75,0.847917798000708,2,"[12, 0]"
0.75,0.7840163790006045,3,"[-12, 0]"
1.45,0.8959741090002353,2,"[12, 0]"
0.9,0.9999878010003158,0,"[3, 0]"
0.825,1.2559995160008839,0,"[3, 0]"
0.975,0.9760183349990257,1,"[-3, 0]"
1.375,1.1600730099999055,1,"[-3, 0]"
1.05,1.3839537160001782,2,"[12, 0]"
1.45,1.3599974400003703,2,"[12, 0]"
