Duration,Response,Stimulus condition,Eccentricity
0.825,0.735904708000021,1,"[-3, 0]"
0.75,0.7360688620000246,2,"[12, 0]"
0.975,1.0560056400000803,0,"[3, 0]"
1.525,1.2639277210000728,2,"[12, 0]"
1.05,0.992029230000071,1,"[-3, 0]"
1.525,1.3280348380000078,3,"[-12, 0]"
0.975,0.7680953039999849,3,"[-12, 0]"
1.125,0.799945024000067,0,"[3, 0]"
1.05,0.7759283509999477,2,"[12, 0]"
1.05,0.7761023839999552,0,"[3, 0]"
1.05,0.8720041469999842,0,"[3, 0]"
0.975,0.7678937819999874,0,"[3, 0]"
1.25,0.999957323999979,0,"[3, 0]"
1.375,1.0640154869998923,3,"[-12, 0]"
1.05,0.6559875720000719,1,"[-3, 0]"
1.45,0.912030163000054,3,"[-12, 0]"
1.125,0.8080380280000554,3,"[-12, 0]"
0.975,1.0560591460000524,0,"[3, 0]"
1.525,1.3279091569999082,1,"[-3, 0]"
1.45,1.0480530170000293,3,"[-12, 0]"
1.525,1.4560178660000247,2,"[12, 0]"
1.375,0.9840848799999549,0,"[3, 0]"
1.05,0.6080563759999222,3,"[-12, 0]"
0.825,0.3920283270000482,0,"[3, 0]"
1.25,1.0800853780000352,3,"[-12, 0]"
0.75,0.5839901620000774,0,"[3, 0]"
0.825,0.5359836700000642,1,"[-3, 0]"
1.375,1.016044701999931,2,"[12, 0]"
1.125,0.7760394389999874,3,"[-12, 0]"
0.75,0.47997614000007616,1,"[-3, 0]"
0.9,0.6478976150000335,0,"[3, 0]"
1.375,1.2720839080000133,0,"[3, 0]"
0.825,0.999948723999978,0,"[3, 0]"
0.9,1.0080841110000165,1,"[-3, 0]"
1.125,1.3919941249999965,0,"[3, 0]"
1.125,1.2080592719999004,2,"[12, 0]"
0.975,1.0799744619999956,0,"[3, 0]"
0.825,0.9599707239999589,3,"[-12, 0]"
1.125,1.455980572000044,2,"[12, 0]"
0.825,0.9600327590000006,3,"[-12, 0]"
1.05,1.343958778000001,2,"[12, 0]"
