Duration,Response,Stimulus condition,Eccentricity
1.25,1.7679173670003365,2,"[12, 0]"
1.525,1.7440515310008777,2,"[12, 0]"
1.05,1.6079610809993028,0,"[3, 0]"
1.45,1.6799836530008179,2,"[12, 0]"
1.375,1.968063128999347,1,"[-3, 0]"
0.825,0.6240127629989729,2,"[12, 0]"
1.25,1.2800201019999804,2,"[12, 0]"
0.75,1.1840296359987406,2,"[12, 0]"
0.975,1.3919761380002456,3,"[-12, 0]"
1.25,1.415985740000906,1,"[-3, 0]"
0.75,0.5520086669985176,2,"[12, 0]"
1.45,1.6400314729999081,0,"[3, 0]"
1.45,1.968015867001668,3,"[-12, 0]"
1.45,1.895997843999794,0,"[3, 0]"
1.05,0.9840597969996452,3,"[-12, 0]"
1.25,1.1359402050002245,0,"[3, 0]"
1.525,1.5360199330007163,0,"[3, 0]"
1.375,1.4720048559993302,0,"[3, 0]"
0.9,0.751964394999959,1,"[-3, 0]"
1.25,1.1920355969996308,3,"[-12, 0]"
0.75,0.8240083099990443,0,"[3, 0]"
1.525,1.7600138899997546,1,"[-3, 0]"
0.975,1.7600151619990356,1,"[-3, 0]"
0.75,1.0479891169998155,3,"[-12, 0]"
0.825,0.8960497669995675,2,"[12, 0]"
0.975,1.6000427069993748,0,"[3, 0]"
0.75,1.159991053998965,2,"[12, 0]"
0.75,1.2879560990004393,2,"[12, 0]"
0.75,1.1519183989985322,3,"[-12, 0]"
0.75,0.9440292620001856,0,"[3, 0]"
1.375,1.3039908459995786,1,"[-3, 0]"
0.75,1.272007563000443,0,"[3, 0]"
1.25,1.328020764998655,1,"[-3, 0]"
1.125,1.952079099999537,0,"[3, 0]"
1.375,1.7360176689999207,1,"[-3, 0]"
1.125,1.3120269580012973,1,"[-3, 0]"
1.525,1.9519605860004958,3,"[-12, 0]"
0.9,1.2079691539984196,0,"[3, 0]"
1.25,1.1600102920001518,0,"[3, 0]"
1.525,1.9200350789997174,1,"[-3, 0]"
1.525,1.6240354600013234,0,"[3, 0]"
1.125,1.9359798330006015,2,"[12, 0]"
0.975,0.9200599110008625,1,"[-3, 0]"
0.975,1.1520041879994096,3,"[-12, 0]"
0.75,0.7440068920004705,3,"[-12, 0]"
1.05,1.2080438760003744,0,"[3, 0]"
1.375,1.4880317500010278,2,"[12, 0]"
0.75,1.0559386019995145,2,"[12, 0]"
0.825,1.232012565000332,3,"[-12, 0]"
1.05,1.344010437000179,3,"[-12, 0]"
1.125,1.479948983000213,1,"[-3, 0]"
0.9,1.4000156679994689,1,"[-3, 0]"
0.825,0.9199390360008692,0,"[3, 0]"
1.375,0.4639972749992012,0,"[3, 0]"
0.9,1.176032164001299,2,"[12, 0]"
0.75,1.1359975399991527,1,"[-3, 0]"
