Duration,Response,Stimulus condition,Eccentricity
0.75,0.7840269329899456,0,"[3, 0]"
0.75,0.7680344200052787,1,"[-3, 0]"
0.75,0.8480007769830991,2,"[12, 0]"
1.125,1.047983578988351,0,"[3, 0]"
0.825,0.7920324360020459,2,"[12, 0]"
0.75,0.600067231018329,3,"[-12, 0]"
0.825,0.8640891769900918,0,"[3, 0]"
1.05,1.0079969030048233,3,"[-12, 0]"
0.75,0.6480250949971378,0,"[3, 0]"
0.75,0.599963001004653,1,"[-3, 0]"
0.825,0.5359475679870229,1,"[-3, 0]"
0.75,0.48801879899110645,1,"[-3, 0]"
0.825,0.5280649139895104,1,"[-3, 0]"
0.75,0.5120161729864776,2,"[12, 0]"
0.825,0.3999963350070175,2,"[12, 0]"
0.75,0.5040179390052799,3,"[-12, 0]"
0.75,0.6000112300098408,3,"[-12, 0]"
0.9,0.6959583139978349,1,"[-3, 0]"
1.05,0.9520111400051974,1,"[-3, 0]"
0.9,0.6879985709965695,0,"[3, 0]"
1.05,0.8480302910029422,2,"[12, 0]"
0.825,0.48797996499342844,0,"[3, 0]"
0.825,0.6240106300101615,2,"[12, 0]"
0.75,0.527973143995041,2,"[12, 0]"
0.825,0.5360269259836059,2,"[12, 0]"
1.05,0.8639715079916641,0,"[3, 0]"
0.9,0.6079922259959858,1,"[-3, 0]"
1.125,0.7920047400111798,1,"[-3, 0]"
1.05,0.71202785501373,2,"[12, 0]"
0.75,0.2879674180003349,3,"[-12, 0]"
0.825,0.7280414280248806,0,"[3, 0]"
0.75,0.8080091089941561,3,"[-12, 0]"
0.825,0.775977604003856,1,"[-3, 0]"
1.45,1.1360176400048658,3,"[-12, 0]"
0.975,0.7839490819897037,3,"[-12, 0]"
0.75,0.3439799949992448,0,"[3, 0]"
0.9,0.7200463329791091,3,"[-12, 0]"
0.975,0.8080430720001459,0,"[3, 0]"
0.75,0.6159817650041077,3,"[-12, 0]"
0.825,0.5520224030187819,2,"[12, 0]"
0.75,0.5920194100181106,0,"[3, 0]"
0.9,0.664076526009012,0,"[3, 0]"
0.825,0.6799664319842122,2,"[12, 0]"
0.75,0.536067434004508,2,"[12, 0]"
0.75,0.8720000019820873,0,"[3, 0]"
0.75,0.6560286690073553,1,"[-3, 0]"
0.9,0.8479773789877072,3,"[-12, 0]"
0.825,0.7679832400172018,3,"[-12, 0]"
1.25,1.0880071829888038,0,"[3, 0]"
0.75,0.5919890080112964,1,"[-3, 0]"
0.825,0.7600051359913778,2,"[12, 0]"
0.75,0.7199986850027926,3,"[-12, 0]"
0.75,0.7200212430034298,1,"[-3, 0]"
1.525,1.592044885008363,3,"[-12, 0]"
1.05,0.8321111369878054,1,"[-3, 0]"
0.975,0.7759798519837204,2,"[12, 0]"
0.9,0.6160056049993727,0,"[3, 0]"
0.975,0.7759994549851399,0,"[3, 0]"
0.975,0.640046203014208,2,"[12, 0]"
0.9,0.7600673050037585,2,"[12, 0]"
1.25,1.0960147889854852,0,"[3, 0]"
1.25,1.0480221319885459,0,"[3, 0]"
