Duration,Response,Stimulus condition,Eccentricity
0.75,0.5600135650020093,0,"[3, 0]"
0.825,0.7200052769912872,0,"[3, 0]"
0.75,0.7359995250008069,1,"[-3, 0]"
1.125,0.7919200620090123,2,"[12, 0]"
0.825,0.6879761210002471,3,"[-12, 0]"
0.975,0.84000001399545,0,"[3, 0]"
1.375,0.9679595000052359,1,"[-3, 0]"
0.975,0.8880292149842717,0,"[3, 0]"
0.825,0.7440173710056115,0,"[3, 0]"
1.525,0.880005576997064,1,"[-3, 0]"
0.825,0.7119377570052166,1,"[-3, 0]"
0.825,0.600016846001381,0,"[3, 0]"
1.125,0.8319873899745289,3,"[-12, 0]"
0.75,0.48801120699499734,2,"[12, 0]"
0.825,0.6080118709942326,3,"[-12, 0]"
0.825,0.5920019670156762,1,"[-3, 0]"
0.825,0.6960477890097536,0,"[3, 0]"
1.05,0.7039610360225197,2,"[12, 0]"
0.75,0.6160343690135051,1,"[-3, 0]"
1.45,0.8960051510075573,2,"[12, 0]"
0.975,0.623984111007303,1,"[-3, 0]"
1.05,0.7601271419844124,2,"[12, 0]"
0.825,0.6399587250198238,2,"[12, 0]"
1.05,0.7439887590007856,0,"[3, 0]"
0.75,0.7039895449997857,2,"[12, 0]"
0.9,0.5279864239855669,1,"[-3, 0]"
0.75,0.8319492359878495,0,"[3, 0]"
1.125,0.9199989660119172,0,"[3, 0]"
0.9,0.6080799030023627,2,"[12, 0]"
0.975,0.824025106994668,3,"[-12, 0]"
0.75,0.6319745299988426,0,"[3, 0]"
0.9,0.8720120489888359,0,"[3, 0]"
0.75,0.7120736600190867,0,"[3, 0]"
0.75,0.632009956985712,1,"[-3, 0]"
0.9,0.6879624449939001,2,"[12, 0]"
0.75,0.6640445230004843,1,"[-3, 0]"
0.975,0.9039340339950286,0,"[3, 0]"
1.125,0.7679973120102659,0,"[3, 0]"
0.75,0.6559473880042788,3,"[-12, 0]"
0.825,0.8480131370015442,2,"[12, 0]"
0.75,0.8239884679787792,1,"[-3, 0]"
0.9,0.7519507159886416,0,"[3, 0]"
