Duration,Response,Stimulus condition,Eccentricity
1.05,0.6720125800347887,0,"[3, 0]"
0.9,0.7999746749992482,0,"[3, 0]"
0.75,0.8319658529944718,1,"[-3, 0]"
1.45,1.0959644179674797,0,"[3, 0]"
1.45,1.207974301010836,1,"[-3, 0]"
0.975,0.9999930949998088,0,"[3, 0]"
0.75,0.8079761499539018,0,"[3, 0]"
1.05,0.8559778589988127,2,"[12, 0]"
1.05,0.7600670679821633,1,"[-3, 0]"
0.75,0.6560275169904344,3,"[-12, 0]"
0.9,0.7360131919849664,2,"[12, 0]"
0.975,0.7279904650058597,1,"[-3, 0]"
0.825,0.8959602629765868,3,"[-12, 0]"
0.75,0.8880072439787909,2,"[12, 0]"
0.75,0.8079877819982357,2,"[12, 0]"
0.75,0.7920041909674183,0,"[3, 0]"
0.75,0.6800392200239003,3,"[-12, 0]"
1.375,1.024010637018364,1,"[-3, 0]"
0.75,0.46398565598065034,1,"[-3, 0]"
1.45,0.8640392309753224,3,"[-12, 0]"
0.975,1.0159805770381354,3,"[-12, 0]"
0.75,0.8560122399940155,2,"[12, 0]"
0.75,0.8080201999982819,0,"[3, 0]"
0.825,0.6800172919756733,0,"[3, 0]"
0.975,0.7759698459994979,0,"[3, 0]"
0.975,0.7680424490245059,1,"[-3, 0]"
1.05,0.7680504909949377,1,"[-3, 0]"
0.75,0.6719446789938956,3,"[-12, 0]"
0.75,0.5760294390493073,0,"[3, 0]"
0.975,0.6000265990151092,0,"[3, 0]"
0.9,0.832021264010109,1,"[-3, 0]"
0.825,0.8000296900281683,1,"[-3, 0]"
0.75,0.6479745660326444,3,"[-12, 0]"
1.375,0.7040119459852576,1,"[-3, 0]"
0.75,0.7919960280414671,0,"[3, 0]"
1.525,1.128027091966942,3,"[-12, 0]"
1.25,0.8240704099880531,3,"[-12, 0]"
0.825,0.7680314009776339,3,"[-12, 0]"
0.75,0.6080486210412346,0,"[3, 0]"
0.75,0.6320587120135315,1,"[-3, 0]"
0.9,0.8400250030099414,1,"[-3, 0]"
0.825,0.6800421950174496,1,"[-3, 0]"
1.125,0.9440683869761415,2,"[12, 0]"
0.75,0.583994572982192,0,"[3, 0]"
0.75,1.0000685770064592,2,"[12, 0]"
0.75,1.1040290329838172,3,"[-12, 0]"
0.975,0.7519802119932137,1,"[-3, 0]"
0.9,0.7040087779751047,2,"[12, 0]"
0.975,0.8880382169736549,0,"[3, 0]"
0.75,0.7200220749946311,1,"[-3, 0]"
0.825,0.7920991879655048,2,"[12, 0]"
0.9,0.8240257879951969,0,"[3, 0]"
0.75,0.7359222880331799,0,"[3, 0]"
0.975,0.7599372710101306,2,"[12, 0]"
0.75,0.6880458979867399,3,"[-12, 0]"
0.75,0.5839778010267764,0,"[3, 0]"
0.75,0.7679512129980139,3,"[-12, 0]"
0.825,0.7679988999734633,1,"[-3, 0]"
0.825,0.7440027309930883,2,"[12, 0]"
0.75,0.7520231769885868,2,"[12, 0]"
0.75,0.5520084809977561,1,"[-3, 0]"
0.9,0.5680516619468108,0,"[3, 0]"
0.975,0.8320198259898461,1,"[-3, 0]"
1.125,0.9920147469965741,1,"[-3, 0]"
1.05,0.9359984470065683,3,"[-12, 0]"
0.75,0.8239850039826706,0,"[3, 0]"
0.75,0.7519901619525626,2,"[12, 0]"
0.975,0.848052223038394,1,"[-3, 0]"
0.75,0.8880256789852865,2,"[12, 0]"
0.75,0.7760680650244467,3,"[-12, 0]"
0.975,0.6559335609781556,0,"[3, 0]"
1.05,0.8240232460084371,0,"[3, 0]"
0.975,1.0000451100058854,2,"[12, 0]"
0.75,0.8399621419957839,3,"[-12, 0]"
1.45,0.9199714820133522,2,"[12, 0]"
1.05,0.9760126770124771,1,"[-3, 0]"
0.75,0.8800018469919451,0,"[3, 0]"
0.9,1.0640547489747405,1,"[-3, 0]"
0.825,0.9280102550401352,0,"[3, 0]"
0.75,1.1840331860003062,3,"[-12, 0]"
1.125,0.952081230992917,2,"[12, 0]"
0.75,1.015980247000698,3,"[-12, 0]"
0.9,0.7680095959804021,0,"[3, 0]"
0.9,0.8799939359887503,1,"[-3, 0]"
0.75,1.0159615090233274,0,"[3, 0]"
1.125,0.9920071069500409,3,"[-12, 0]"
1.05,0.8479829949792475,3,"[-12, 0]"
0.975,0.9600644629681483,3,"[-12, 0]"
0.9,0.8399904880207032,1,"[-3, 0]"
0.825,1.096063735021744,3,"[-12, 0]"
0.75,0.6960632160189562,0,"[3, 0]"
1.125,0.8000630640308373,3,"[-12, 0]"
0.825,1.0080540159833618,2,"[12, 0]"
1.125,0.9919621080043726,3,"[-12, 0]"
0.75,0.5279886079952121,0,"[3, 0]"
0.975,0.9039892599685118,3,"[-12, 0]"
0.75,0.6640209429897368,1,"[-3, 0]"
0.75,0.576017826970201,1,"[-3, 0]"
1.25,1.032045043015387,3,"[-12, 0]"
0.825,0.9360054070129991,2,"[12, 0]"
0.75,0.8320053719799034,1,"[-3, 0]"
0.75,0.9120314189931378,1,"[-3, 0]"
1.125,0.8240562159917317,0,"[3, 0]"
