Duration,Response,Stimulus condition,Eccentricity
0.975,1.0240113679992646,2,"[12, 0]"
1.525,1.3760473109996383,2,"[12, 0]"
0.825,0.696037047999198,0,"[3, 0]"
0.975,0.6160546339997381,1,"[-3, 0]"
1.525,1.4239936379999563,3,"[-12, 0]"
0.75,0.6560486519992992,3,"[-12, 0]"
0.75,0.8719616700000188,1,"[-3, 0]"
1.25,1.1840185300006851,2,"[12, 0]"
1.45,0.9280478609998681,0,"[3, 0]"
0.9,0.9760265549994074,3,"[-12, 0]"
1.375,1.0719924710010673,2,"[12, 0]"
0.75,0.6080012389993499,0,"[3, 0]"
1.45,0.9120283849988482,1,"[-3, 0]"
1.525,1.2719656039989786,3,"[-12, 0]"
0.825,0.7280377320003026,3,"[-12, 0]"
1.45,1.4719426210012898,0,"[3, 0]"
0.75,0.5680514560008305,0,"[3, 0]"
1.45,1.3520271840006899,2,"[12, 0]"
0.825,0.8400115429994912,1,"[-3, 0]"
0.9,0.9599794999994629,3,"[-12, 0]"
1.05,1.0240690570008155,1,"[-3, 0]"
1.525,1.3439867380002397,1,"[-3, 0]"
1.125,1.2959754799994698,1,"[-3, 0]"
1.125,1.0640891189996182,0,"[3, 0]"
1.05,1.0880001160003303,1,"[-3, 0]"
0.975,1.1199725839996972,0,"[3, 0]"
1.05,1.1919996790002187,3,"[-12, 0]"
1.375,1.3039745530004438,1,"[-3, 0]"
0.75,0.7200182319993473,3,"[-12, 0]"
1.375,1.2480670280001505,2,"[12, 0]"
1.45,1.1920114570002625,0,"[3, 0]"
0.975,0.8800139640006819,3,"[-12, 0]"
1.25,1.1759994250005548,3,"[-12, 0]"
1.525,1.3920001500009676,0,"[3, 0]"
0.9,0.823991360999571,1,"[-3, 0]"
0.9,0.8480550770000264,1,"[-3, 0]"
0.975,1.0400097130004724,1,"[-3, 0]"
0.975,0.8959660769996844,3,"[-12, 0]"
1.05,1.087953643000219,0,"[3, 0]"
0.825,0.7359669289999147,2,"[12, 0]"
1.25,1.1920323699996516,1,"[-3, 0]"
0.75,0.7039964359992155,2,"[12, 0]"
0.825,0.7840030429997569,1,"[-3, 0]"
0.825,0.7680129809996288,1,"[-3, 0]"
0.75,0.8399971189992357,2,"[12, 0]"
1.25,0.9920267480010807,0,"[3, 0]"
0.975,0.736061626999799,3,"[-12, 0]"
1.25,1.4399773410004855,2,"[12, 0]"
1.125,1.0479847739989054,0,"[3, 0]"
0.9,1.0559770990003017,3,"[-12, 0]"
0.825,1.02401430899954,0,"[3, 0]"
0.9,1.208006488999672,1,"[-3, 0]"
1.05,1.0880008490003092,3,"[-12, 0]"
0.75,0.7040097690005496,2,"[12, 0]"
