Duration,Response,Stimulus condition,Eccentricity
0.75,0.8240235270059202,0,"[3, 0]"
0.75,0.9680532970232889,0,"[3, 0]"
0.975,0.7680335030017886,2,"[12, 0]"
0.75,0.5359596299822442,2,"[12, 0]"
1.05,0.8080110049922951,1,"[-3, 0]"
0.75,0.7040550959936809,0,"[3, 0]"
0.75,0.7039822440128773,3,"[-12, 0]"
0.975,0.8880311059765518,2,"[12, 0]"
0.75,0.5760420389997307,3,"[-12, 0]"
0.75,0.6800292519910727,0,"[3, 0]"
1.375,1.0559843299852218,3,"[-12, 0]"
1.25,0.9999658630113117,2,"[12, 0]"
1.125,0.8239635810023174,0,"[3, 0]"
0.75,0.6080388429982122,2,"[12, 0]"
0.825,0.7599818269954994,1,"[-3, 0]"
0.9,0.6479915879899636,0,"[3, 0]"
0.825,0.5919710140151437,0,"[3, 0]"
0.75,0.6080568630131893,1,"[-3, 0]"
0.75,0.6560249080066569,0,"[3, 0]"
0.825,0.5760117729951162,1,"[-3, 0]"
0.975,0.848009624023689,0,"[3, 0]"
0.9,0.7839912229974288,1,"[-3, 0]"
0.825,0.7760637809988111,3,"[-12, 0]"
0.9,0.8960164579912089,2,"[12, 0]"
0.75,0.6800096030056011,0,"[3, 0]"
1.375,1.1359666969801765,1,"[-3, 0]"
0.975,0.8160272850072943,2,"[12, 0]"
1.525,1.2320091349829454,2,"[12, 0]"
0.825,0.7600389210274443,1,"[-3, 0]"
1.05,0.7360493169981055,0,"[3, 0]"
0.75,0.8320161630108487,1,"[-3, 0]"
0.825,1.0640027319896035,2,"[12, 0]"
0.9,0.8400399890088011,0,"[3, 0]"
0.75,0.7040086699998938,1,"[-3, 0]"
0.75,0.8480386169976555,2,"[12, 0]"
0.9,0.92799549899064,2,"[12, 0]"
0.825,1.2960322569997516,1,"[-3, 0]"
0.825,0.7280222199915443,1,"[-3, 0]"
0.825,0.8239608090079855,0,"[3, 0]"
0.75,0.7119619860022794,1,"[-3, 0]"
0.975,0.8960496709914878,0,"[3, 0]"
0.825,1.0559810620034114,1,"[-3, 0]"
0.75,1.1920611050154548,1,"[-3, 0]"
1.45,1.624051793012768,2,"[12, 0]"
0.75,1.0000287549919449,1,"[-3, 0]"
1.125,1.0880624009878375,2,"[12, 0]"
1.05,1.0240116900240537,2,"[12, 0]"
0.75,0.6640490839781705,2,"[12, 0]"
1.125,0.9279658049927093,2,"[12, 0]"
1.375,1.1439828920119908,2,"[12, 0]"
0.75,0.7920423609903082,2,"[12, 0]"
0.75,0.7919892929785419,0,"[3, 0]"
0.975,1.5120588049758226,2,"[12, 0]"
1.25,1.0959903910115827,3,"[-12, 0]"
0.75,0.9600662510201801,1,"[-3, 0]"
1.125,1.4879651019873563,2,"[12, 0]"
0.75,0.8480175049917307,0,"[3, 0]"
1.05,1.175969461997738,3,"[-12, 0]"
0.75,1.0079643210046925,3,"[-12, 0]"
1.375,1.3920130619953852,3,"[-12, 0]"
0.975,0.9360006750212051,0,"[3, 0]"
0.9,0.9040190640080255,0,"[3, 0]"
0.75,1.1119633000053,2,"[12, 0]"
0.75,1.0239700259990059,3,"[-12, 0]"
1.375,1.1280395229987334,0,"[3, 0]"
0.975,1.1439853179908823,2,"[12, 0]"
0.975,1.3040247299941257,2,"[12, 0]"
0.75,1.1440249669831246,0,"[3, 0]"
0.975,1.2159791640006006,3,"[-12, 0]"
0.75,1.088008036982501,2,"[12, 0]"
0.75,1.008034613012569,3,"[-12, 0]"
0.75,0.8320160310249776,3,"[-12, 0]"
0.75,0.7919479119882453,1,"[-3, 0]"
0.9,1.0479529520089272,1,"[-3, 0]"
0.75,0.8560135359875858,3,"[-12, 0]"
0.75,0.9039483569795266,3,"[-12, 0]"
0.9,1.1119727760087699,3,"[-12, 0]"
1.05,1.0239829490019474,3,"[-12, 0]"
0.975,1.7199613020056859,2,"[12, 0]"
0.975,1.0479732950043399,1,"[-3, 0]"
1.125,1.088077141001122,3,"[-12, 0]"
0.9,1.0880047990067396,3,"[-12, 0]"
1.375,1.4400392870011274,1,"[-3, 0]"
0.9,1.1039903780038003,0,"[3, 0]"
0.825,1.3039967179938685,1,"[-3, 0]"
0.825,0.7840683510003146,1,"[-3, 0]"
0.9,1.01605015801033,0,"[3, 0]"
0.9,1.2400588049786165,2,"[12, 0]"
0.75,0.8960597479890566,2,"[12, 0]"
0.825,1.2640172019891907,3,"[-12, 0]"
0.9,1.0159992430126294,0,"[3, 0]"
0.975,1.1440194419992622,1,"[-3, 0]"
0.75,0.9760486440209206,2,"[12, 0]"
