Duration,Response,Stimulus condition,Eccentricity
0.825,0.4560603119971347,2,"[12, 0]"
1.25,1.4960390119995282,3,"[-12, 0]"
0.9,0.5679667229996994,0,"[3, 0]"
0.825,0.6799643220001599,2,"[12, 0]"
1.05,0.6560032999987016,0,"[3, 0]"
1.125,0.9759972979991289,2,"[12, 0]"
1.45,1.0399407410004642,3,"[-12, 0]"
1.125,0.8959818229996017,0,"[3, 0]"
1.05,1.0001004559999274,2,"[12, 0]"
1.525,1.2799719510003342,3,"[-12, 0]"
0.975,1.200077819001308,3,"[-12, 0]"
0.825,0.9280142949974106,1,"[-3, 0]"
1.125,0.9840613289998146,0,"[3, 0]"
1.05,1.087966809001955,3,"[-12, 0]"
1.25,1.4640495530002227,0,"[3, 0]"
1.05,1.2720181229997252,1,"[-3, 0]"
1.525,1.5599919299966132,3,"[-12, 0]"
1.125,1.4960910070003592,2,"[12, 0]"
0.975,1.1920130399994378,2,"[12, 0]"
0.9,0.49597706500208005,3,"[-12, 0]"
0.9,1.1119998959984514,3,"[-12, 0]"
0.9,0.6480395720027445,0,"[3, 0]"
1.525,1.5679957710017334,3,"[-12, 0]"
0.825,0.9360357660007139,2,"[12, 0]"
0.975,0.13600408199999947,1,"[-3, 0]"
1.525,1.4320603899977868,2,"[12, 0]"
1.05,0.9759849820002273,3,"[-12, 0]"
1.125,1.216031012001622,3,"[-12, 0]"
0.825,0.8480084959992382,1,"[-3, 0]"
1.05,1.0399479229999997,0,"[3, 0]"
1.525,1.360017085000436,0,"[3, 0]"
0.825,1.0480343130002439,3,"[-12, 0]"
1.525,1.063975955999922,1,"[-3, 0]"
1.45,1.2639989700001024,2,"[12, 0]"
1.45,1.9520097819986404,2,"[12, 0]"
1.05,0.8400089540009503,0,"[3, 0]"
0.975,0.9999984470014169,0,"[3, 0]"
1.45,1.064022725000541,0,"[3, 0]"
1.125,1.2000082740014477,2,"[12, 0]"
1.25,1.1039848860018537,3,"[-12, 0]"
1.125,1.1039940940027009,0,"[3, 0]"
1.525,1.4800062699978298,0,"[3, 0]"
1.375,1.3599881720001576,3,"[-12, 0]"
0.75,0.6640341890015407,2,"[12, 0]"
0.75,0.7680026240013831,2,"[12, 0]"
1.45,1.0879957969991665,0,"[3, 0]"
1.25,1.3440111740019347,3,"[-12, 0]"
1.45,1.7439907059997495,2,"[12, 0]"
0.75,1.1199997559997428,1,"[-3, 0]"
0.75,1.2159745460012346,0,"[3, 0]"
0.825,1.5680527350014017,3,"[-12, 0]"
0.75,1.30403698200098,0,"[3, 0]"
1.05,1.1279705219967582,3,"[-12, 0]"
1.125,0.7519764819990087,1,"[-3, 0]"
1.05,1.007995291998668,2,"[12, 0]"
1.25,0.8720394359988859,0,"[3, 0]"
1.525,1.4480888779980887,3,"[-12, 0]"
0.9,1.0880442730012874,3,"[-12, 0]"
1.45,1.056022770000709,1,"[-3, 0]"
1.125,1.5200229080001009,2,"[12, 0]"
1.05,1.1519866339986038,1,"[-3, 0]"
0.825,0.9760163020000618,1,"[-3, 0]"
0.825,1.2879821049973543,3,"[-12, 0]"
1.525,1.551946957999462,1,"[-3, 0]"
1.375,1.4719798780024576,3,"[-12, 0]"
1.25,1.2320506470023247,2,"[12, 0]"
1.25,0.6880174490033824,0,"[3, 0]"
0.9,1.4960304710002674,1,"[-3, 0]"
1.525,1.6880052820015408,0,"[3, 0]"
1.25,1.4000147439983266,3,"[-12, 0]"
0.825,1.1119913360016653,0,"[3, 0]"
0.9,1.6160270319996926,1,"[-3, 0]"
1.05,1.3519659240009787,0,"[3, 0]"
1.25,1.4320095549992402,1,"[-3, 0]"
1.375,1.8639801640019869,0,"[3, 0]"
1.125,1.920001204998698,3,"[-12, 0]"
1.125,1.9359870750013215,3,"[-12, 0]"
0.975,1.6559960999984469,3,"[-12, 0]"
1.45,1.85607220699967,2,"[12, 0]"
0.75,1.2479772900005628,0,"[3, 0]"
1.375,1.5600260179999168,3,"[-12, 0]"
0.975,1.3680076529999496,1,"[-3, 0]"
1.25,1.448039521001192,2,"[12, 0]"
1.45,1.7199752619999344,3,"[-12, 0]"
1.125,1.5679320589988492,1,"[-3, 0]"
1.25,1.5760367949987995,1,"[-3, 0]"
1.45,1.768018138998741,2,"[12, 0]"
0.75,1.8079826229986793,3,"[-12, 0]"
1.375,1.8640066299994942,2,"[12, 0]"
1.125,1.6400873980019242,2,"[12, 0]"
1.525,1.5360450509979273,0,"[3, 0]"
0.9,0.8559459399984917,2,"[12, 0]"
1.05,1.3279676659985853,1,"[-3, 0]"
0.9,0.8000160529991263,0,"[3, 0]"
0.975,1.0639042549992155,2,"[12, 0]"
0.825,1.2640021750012238,0,"[3, 0]"
1.05,1.4400120120008069,2,"[12, 0]"
1.45,1.5840714359983394,0,"[3, 0]"
1.375,1.5200332530002925,1,"[-3, 0]"
1.25,1.600093224999,2,"[12, 0]"
1.25,1.296062287001405,2,"[12, 0]"
0.975,0.8800626179981919,2,"[12, 0]"
1.375,1.111978832999739,3,"[-12, 0]"
1.45,1.3359673279992421,2,"[12, 0]"
0.9,0.8000071460010076,3,"[-12, 0]"
0.975,1.5839839250002115,1,"[-3, 0]"
0.975,1.0799730809994799,3,"[-12, 0]"
0.75,0.9919628749994445,2,"[12, 0]"
1.45,1.2400079680010094,3,"[-12, 0]"
0.75,1.2000336979981512,2,"[12, 0]"
0.975,0.7679966919968138,0,"[3, 0]"
1.525,1.0479902759980178,1,"[-3, 0]"
1.525,0.9759908199994243,0,"[3, 0]"
0.825,0.6239880729990546,1,"[-3, 0]"
0.75,0.6720424769991951,0,"[3, 0]"
1.45,1.2000330480004777,1,"[-3, 0]"
0.75,0.7199628390008002,3,"[-12, 0]"
1.45,1.4239646609967167,1,"[-3, 0]"
1.05,1.080002233000414,2,"[12, 0]"
0.9,1.1520477199992456,2,"[12, 0]"
1.525,1.2080698260033387,2,"[12, 0]"
1.375,1.3920915989983769,0,"[3, 0]"
0.975,1.184015590002673,3,"[-12, 0]"
0.9,1.192026597000222,1,"[-3, 0]"
0.975,0.8959814160007227,3,"[-12, 0]"
1.05,1.0319856640016951,2,"[12, 0]"
0.75,0.9439786580005602,3,"[-12, 0]"
1.375,1.360000458000286,2,"[12, 0]"
0.825,0.6320305720000761,0,"[3, 0]"
1.125,1.3679338980000466,0,"[3, 0]"
0.825,1.2160124120018736,3,"[-12, 0]"
1.125,1.2159754460008116,3,"[-12, 0]"
1.25,1.0880325670004822,0,"[3, 0]"
1.125,1.1199658240002464,0,"[3, 0]"
1.375,1.2000030769995647,3,"[-12, 0]"
1.25,1.0320245519978926,3,"[-12, 0]"
1.25,0.5440820290023112,1,"[-3, 0]"
1.05,1.0560261310019996,0,"[3, 0]"
0.975,0.8879933879979944,0,"[3, 0]"
0.825,0.7680500409987872,1,"[-3, 0]"
1.375,0.7680317140002444,1,"[-3, 0]"
1.05,1.1280156640023051,1,"[-3, 0]"
1.525,1.0719726729985268,3,"[-12, 0]"
0.9,1.096006210998894,1,"[-3, 0]"
1.125,1.1840150950010866,3,"[-12, 0]"
0.75,0.6159802689981007,1,"[-3, 0]"
1.375,1.1519874439982232,1,"[-3, 0]"
1.375,0.9760176930030866,1,"[-3, 0]"
0.825,0.7599671749994741,2,"[12, 0]"
1.45,1.1359682719994453,1,"[-3, 0]"
1.125,1.0160120319997077,2,"[12, 0]"
1.05,0.7760214439986157,3,"[-12, 0]"
