Duration,Response,Stimulus condition,Eccentricity
1.05,0.9839812470017932,2,"[12, 0]"
1.05,1.0800451489631087,0,"[3, 0]"
1.25,1.2239683559746481,2,"[12, 0]"
1.25,1.2639917859924026,1,"[-3, 0]"
0.9,1.151979876041878,2,"[12, 0]"
1.375,1.6320316100027412,2,"[12, 0]"
1.45,1.128028673992958,0,"[3, 0]"
1.525,0.9280070979730226,1,"[-3, 0]"
1.125,1.1600266299792565,2,"[12, 0]"
0.825,0.6640474830055609,1,"[-3, 0]"
1.45,1.3040191660402343,3,"[-12, 0]"
1.05,0.9360040180035867,2,"[12, 0]"
0.975,0.8800155670032836,0,"[3, 0]"
1.125,0.9520154630299658,2,"[12, 0]"
0.975,0.9679947000113316,2,"[12, 0]"
1.125,1.1600470509729348,2,"[12, 0]"
1.05,1.0480586109915748,1,"[-3, 0]"
0.9,0.7999885429744609,1,"[-3, 0]"
0.75,0.7599699380225502,1,"[-3, 0]"
1.05,0.7200040910393,1,"[-3, 0]"
1.45,1.3040686630411074,3,"[-12, 0]"
1.525,1.2000170720275491,2,"[12, 0]"
1.05,0.7200252679758705,2,"[12, 0]"
1.525,1.2879933940130286,0,"[3, 0]"
1.375,1.1439544869936071,3,"[-12, 0]"
1.05,0.8160757570294663,0,"[3, 0]"
1.125,0.7360136390198022,1,"[-3, 0]"
1.525,1.4000218950095586,2,"[12, 0]"
1.25,1.136040845012758,3,"[-12, 0]"
1.05,1.0481428049970418,0,"[3, 0]"
1.45,1.5360171200009063,1,"[-3, 0]"
0.975,1.0559731519897468,0,"[3, 0]"
1.05,1.1200727559626102,2,"[12, 0]"
1.375,1.472052855999209,0,"[3, 0]"
0.9,1.104002300009597,2,"[12, 0]"
1.375,1.3519782579969615,3,"[-12, 0]"
0.9,0.8480525700142607,1,"[-3, 0]"
0.9,0.4879966460284777,0,"[3, 0]"
0.75,0.9040005890419707,0,"[3, 0]"
0.975,0.6800147350295447,0,"[3, 0]"
1.25,1.0960250250063837,2,"[12, 0]"
0.825,0.7040543470066041,1,"[-3, 0]"
1.05,1.000017903978005,3,"[-12, 0]"
1.375,1.0720127820386551,0,"[3, 0]"
1.525,1.5679623449686915,1,"[-3, 0]"
1.45,1.3440994240227155,1,"[-3, 0]"
0.9,0.5759481639834121,1,"[-3, 0]"
1.375,1.2640724169905297,3,"[-12, 0]"
0.975,0.9519328899914399,0,"[3, 0]"
0.9,0.4639952990110032,0,"[3, 0]"
1.525,1.6320299450308084,2,"[12, 0]"
0.75,0.23201448196778074,0,"[3, 0]"
1.45,1.2800360879627988,0,"[3, 0]"
1.25,1.231976962997578,1,"[-3, 0]"
1.125,1.455962662003003,3,"[-12, 0]"
0.9,1.0479722780291922,3,"[-12, 0]"
0.75,0.49607410898897797,1,"[-3, 0]"
1.25,1.1920223039924167,0,"[3, 0]"
1.125,0.6799760420108214,0,"[3, 0]"
1.525,1.4639646079740487,3,"[-12, 0]"
0.75,0.6079961059731431,2,"[12, 0]"
1.25,1.0800555470050313,1,"[-3, 0]"
1.05,0.8960421159863472,0,"[3, 0]"
0.975,0.7679990520118736,3,"[-12, 0]"
1.375,0.99999746697722,1,"[-3, 0]"
0.825,0.6240042590070516,3,"[-12, 0]"
0.825,0.9840354950283654,3,"[-12, 0]"
1.25,1.4000741509953514,3,"[-12, 0]"
1.125,1.0239657000056468,1,"[-3, 0]"
0.975,0.9200023229932413,3,"[-12, 0]"
0.975,0.7919955299585126,0,"[3, 0]"
0.825,0.8959885879885405,0,"[3, 0]"
0.825,1.0240049629937857,0,"[3, 0]"
0.975,1.055970246961806,2,"[12, 0]"
1.25,1.2399759029503912,0,"[3, 0]"
0.9,0.935999279958196,0,"[3, 0]"
1.525,1.7199620580067858,2,"[12, 0]"
1.525,1.8480116850114428,2,"[12, 0]"
0.825,0.6399758520419709,2,"[12, 0]"
0.975,0.9680460679810494,2,"[12, 0]"
1.05,0.8559414889896289,0,"[3, 0]"
1.125,1.4799608729663305,2,"[12, 0]"
1.05,0.8159918810124509,0,"[3, 0]"
0.825,0.8799976480077021,1,"[-3, 0]"
0.75,0.7440122810075991,1,"[-3, 0]"
0.825,0.9119858199846931,2,"[12, 0]"
0.9,1.27997775899712,0,"[3, 0]"
0.825,1.039959476038348,3,"[-12, 0]"
0.75,1.352032547001727,1,"[-3, 0]"
1.25,1.343986712046899,2,"[12, 0]"
0.9,1.288034325989429,1,"[-3, 0]"
1.25,0.9520400150213391,2,"[12, 0]"
1.375,0.8720040579792112,1,"[-3, 0]"
1.525,1.5439906300161965,3,"[-12, 0]"
1.525,1.6399452949990518,1,"[-3, 0]"
0.825,1.192043201008346,2,"[12, 0]"
1.375,1.6079754179809242,1,"[-3, 0]"
1.25,1.4400231100153178,0,"[3, 0]"
0.825,1.296024804993067,0,"[3, 0]"
0.9,1.1119837180012837,3,"[-12, 0]"
0.9,1.0880217800149694,3,"[-12, 0]"
1.125,1.1439962969743647,0,"[3, 0]"
0.825,0.7519729899941012,1,"[-3, 0]"
0.975,1.0480164299951866,0,"[3, 0]"
0.825,0.8000606289715506,2,"[12, 0]"
0.825,0.8960188619676046,3,"[-12, 0]"
1.375,1.4000410909648053,3,"[-12, 0]"
0.9,0.9040878030355088,3,"[-12, 0]"
1.25,1.2479898730525747,2,"[12, 0]"
0.9,0.9360483139753342,3,"[-12, 0]"
1.125,1.0239880760200322,1,"[-3, 0]"
1.525,1.5040272490005009,2,"[12, 0]"
1.45,1.5359948360128328,3,"[-12, 0]"
1.525,1.392019924998749,0,"[3, 0]"
0.975,1.168076797039248,3,"[-12, 0]"
1.05,1.1039932940038852,3,"[-12, 0]"
0.9,1.4080209829844534,2,"[12, 0]"
1.45,1.768041313975118,2,"[12, 0]"
0.975,1.183998400985729,2,"[12, 0]"
0.975,1.5839779599918984,2,"[12, 0]"
1.375,1.4399777710204944,2,"[12, 0]"
1.125,1.1040354090509936,0,"[3, 0]"
1.45,1.2400270819780417,1,"[-3, 0]"
0.75,0.647984622977674,1,"[-3, 0]"
1.45,1.320023995009251,1,"[-3, 0]"
0.975,1.3680298430263065,0,"[3, 0]"
0.75,0.9600462359958328,1,"[-3, 0]"
1.375,1.520040147996042,1,"[-3, 0]"
0.75,0.9760195199633017,2,"[12, 0]"
1.25,1.5280150140170008,3,"[-12, 0]"
1.375,0.9039317870046943,2,"[12, 0]"
1.125,1.2320362139726058,3,"[-12, 0]"
0.75,0.8959482559585012,0,"[3, 0]"
0.825,0.7199883080320433,1,"[-3, 0]"
1.25,1.2000187630183063,1,"[-3, 0]"
0.75,0.8319757520221174,0,"[3, 0]"
0.9,0.8559624360059388,1,"[-3, 0]"
0.9,1.039970554993488,2,"[12, 0]"
1.525,1.6240602909820154,0,"[3, 0]"
0.9,1.3359977279906161,2,"[12, 0]"
1.45,1.5679976139799692,0,"[3, 0]"
1.05,1.3840418320032768,3,"[-12, 0]"
1.375,1.5040033570257947,3,"[-12, 0]"
1.125,1.1439806540147401,0,"[3, 0]"
0.75,1.0079910070053302,0,"[3, 0]"
1.525,1.4239595619728789,3,"[-12, 0]"
0.9,1.0879841540008783,3,"[-12, 0]"
0.825,0.8320471280021593,3,"[-12, 0]"
0.825,0.6719674649648368,3,"[-12, 0]"
1.45,1.535967272007838,2,"[12, 0]"
1.45,1.3200357419555075,2,"[12, 0]"
1.25,1.3279800119926222,2,"[12, 0]"
0.9,0.8080214139772579,1,"[-3, 0]"
1.125,1.2799839269719087,2,"[12, 0]"
1.125,1.1999431219883263,0,"[3, 0]"
1.45,1.3199856769642793,0,"[3, 0]"
0.975,1.0560167700168677,3,"[-12, 0]"
0.975,1.3919662769767456,2,"[12, 0]"
1.525,1.6560169900185429,2,"[12, 0]"
1.25,1.6559959910227917,3,"[-12, 0]"
0.825,1.0240712870145217,2,"[12, 0]"
1.375,0.0640108180232346,0,"[3, 0]"
0.75,0.7200613329769112,0,"[3, 0]"
0.975,0.895985375973396,0,"[3, 0]"
0.9,0.7999755750061013,1,"[-3, 0]"
0.75,0.9679630830069073,3,"[-12, 0]"
1.375,1.6320016690297052,1,"[-3, 0]"
1.05,0.9680321799824014,1,"[-3, 0]"
1.125,1.3999516789917834,3,"[-12, 0]"
1.525,1.5439636509981938,3,"[-12, 0]"
1.375,1.4720292490092106,3,"[-12, 0]"
0.75,1.4720126320025884,3,"[-12, 0]"
0.825,1.528067449980881,0,"[3, 0]"
0.75,0.7599638960091397,3,"[-12, 0]"
0.75,0.6479701949865557,3,"[-12, 0]"
1.375,1.3280645629856735,1,"[-3, 0]"
1.525,1.2160148959956132,0,"[3, 0]"
1.45,1.2320004520006478,0,"[3, 0]"
1.45,1.488041003991384,2,"[12, 0]"
1.05,1.247988983988762,1,"[-3, 0]"
1.05,1.2960598659701645,0,"[3, 0]"
