browser,duration,endTime,feedback,isi,judgment,startTime,subjectID,type
Firefox,525,,,1044,83,2019-07-12T16:48:50.622Z,A19L8SNH73AX1Z,spikey
Firefox,1050,,,1033,76,2019-07-12T16:48:50.622Z,A19L8SNH73AX1Z,spikey
Firefox,675,,,1044,83,2019-07-12T16:48:50.622Z,A19L8SNH73AX1Z,spikey
Firefox,600,,,987,83,2019-07-12T16:48:50.622Z,A19L8SNH73AX1Z,spikey
Firefox,750,,,1046,83,2019-07-12T16:48:50.622Z,A19L8SNH73AX1Z,spikey
Firefox,1050,,,1016,76,2019-07-12T16:48:50.622Z,A19L8SNH73AX1Z,spikey
Firefox,450,,,1042,83,2019-07-12T16:48:50.622Z,A19L8SNH73AX1Z,spikey
Firefox,675,,,1017,83,2019-07-12T16:48:50.622Z,A19L8SNH73AX1Z,spikey
Firefox,900,,,986,76,2019-07-12T16:48:50.622Z,A19L8SNH73AX1Z,spikey
Chrome,1050,,,988,83,2019-07-12T17:06:24.280Z,A1LSGYXKP6O1B8,spikey
Chrome,825,,,998,76,2019-07-12T17:06:24.280Z,A1LSGYXKP6O1B8,spikey
Chrome,600,,,1041,83,2019-07-12T17:06:24.280Z,A1LSGYXKP6O1B8,spikey
Chrome,825,,,1022,83,2019-07-12T17:06:24.280Z,A1LSGYXKP6O1B8,spikey
Chrome,600,,,1005,83,2019-07-12T17:06:24.280Z,A1LSGYXKP6O1B8,spikey
Chrome,900,,,982,76,2019-07-12T17:06:24.280Z,A1LSGYXKP6O1B8,spikey
Chrome,450,,,955,83,2019-07-12T17:06:24.280Z,A1LSGYXKP6O1B8,spikey
Chrome,975,,,957,76,2019-07-12T17:06:24.280Z,A1LSGYXKP6O1B8,spikey
Chrome,675,,,1020,83,2019-07-12T17:06:24.280Z,A1LSGYXKP6O1B8,spikey
Chrome,675,,,966,83,2019-07-12T15:10:41.305Z,A1P2RQ166VS5BT,spikey
Chrome,450,,,1046,83,2019-07-12T15:10:41.305Z,A1P2RQ166VS5BT,spikey
Chrome,525,,,952,83,2019-07-12T15:10:41.305Z,A1P2RQ166VS5BT,spikey
Chrome,900,,,1010,83,2019-07-12T15:10:41.305Z,A1P2RQ166VS5BT,spikey
Chrome,975,,,1029,76,2019-07-12T15:10:41.305Z,A1P2RQ166VS5BT,spikey
Chrome,750,,,1035,83,2019-07-12T15:10:41.305Z,A1P2RQ166VS5BT,spikey
Chrome,975,,,978,76,2019-07-12T15:10:41.305Z,A1P2RQ166VS5BT,spikey
Chrome,600,,,1003,83,2019-07-12T15:10:41.305Z,A1P2RQ166VS5BT,spikey
Chrome,450,,,1010,83,2019-07-12T15:10:41.305Z,A1P2RQ166VS5BT,spikey
Chrome,975,,,997,76,2019-07-12T15:56:11.722Z,A1PR74OHURJNTO,spikey
Chrome,600,,,995,83,2019-07-12T15:56:11.722Z,A1PR74OHURJNTO,spikey
Chrome,450,,,1017,76,2019-07-12T15:56:11.722Z,A1PR74OHURJNTO,spikey
Chrome,675,,,955,76,2019-07-12T15:56:11.722Z,A1PR74OHURJNTO,spikey
Chrome,1050,,,961,83,2019-07-12T15:56:11.722Z,A1PR74OHURJNTO,spikey
Chrome,450,,,1027,83,2019-07-12T15:56:11.722Z,A1PR74OHURJNTO,spikey
Chrome,900,,,985,76,2019-07-12T15:56:11.722Z,A1PR74OHURJNTO,spikey
Chrome,975,,,982,76,2019-07-12T15:56:11.722Z,A1PR74OHURJNTO,spikey
Chrome,1050,,,1001,76,2019-07-12T15:56:11.722Z,A1PR74OHURJNTO,spikey
Firefox,900,,,979,83,2019-07-12T16:59:42.193Z,A1VAL7L9L79IN0,spikey
Firefox,1050,,,1039,76,2019-07-12T16:59:42.193Z,A1VAL7L9L79IN0,spikey
Firefox,975,,,953,76,2019-07-12T16:59:42.193Z,A1VAL7L9L79IN0,spikey
Firefox,600,,,1049,83,2019-07-12T16:59:42.193Z,A1VAL7L9L79IN0,spikey
Firefox,825,,,980,83,2019-07-12T16:59:42.193Z,A1VAL7L9L79IN0,spikey
Firefox,675,,,1003,83,2019-07-12T16:59:42.193Z,A1VAL7L9L79IN0,spikey
Firefox,600,,,991,83,2019-07-12T16:59:42.193Z,A1VAL7L9L79IN0,spikey
Firefox,1050,,,1001,76,2019-07-12T16:59:42.193Z,A1VAL7L9L79IN0,spikey
Firefox,675,,,1016,83,2019-07-12T16:59:42.193Z,A1VAL7L9L79IN0,spikey
Chrome,900,,,995,83,2019-07-12T16:34:34.202Z,A1WAY6AXRUBIRZ,spikey
Chrome,750,,,1023,76,2019-07-12T16:34:34.202Z,A1WAY6AXRUBIRZ,spikey
Chrome,600,,,959,76,2019-07-12T16:34:34.202Z,A1WAY6AXRUBIRZ,spikey
Chrome,525,,,1027,76,2019-07-12T16:34:34.202Z,A1WAY6AXRUBIRZ,spikey
Chrome,600,,,981,76,2019-07-12T16:34:34.202Z,A1WAY6AXRUBIRZ,spikey
Chrome,675,,,1028,83,2019-07-12T16:34:34.202Z,A1WAY6AXRUBIRZ,spikey
Chrome,825,,,1006,76,2019-07-12T16:34:34.202Z,A1WAY6AXRUBIRZ,spikey
Chrome,450,,,964,83,2019-07-12T16:34:34.202Z,A1WAY6AXRUBIRZ,spikey
Chrome,600,2019-07-12T16:47:08.884Z,,1009,83,2019-07-12T16:34:34.202Z,A1WAY6AXRUBIRZ,spikey
Chrome,975,,,1045,83,2019-07-12T14:56:04.336Z,A20N1NK5X5S88F,spikey
Chrome,750,,,977,83,2019-07-12T14:56:04.336Z,A20N1NK5X5S88F,spikey
Chrome,900,,,1022,76,2019-07-12T14:56:04.336Z,A20N1NK5X5S88F,spikey
Chrome,900,,,960,83,2019-07-12T14:56:04.336Z,A20N1NK5X5S88F,spikey
Chrome,975,,,1036,76,2019-07-12T14:56:04.336Z,A20N1NK5X5S88F,spikey
Chrome,825,,,1005,83,2019-07-12T14:56:04.336Z,A20N1NK5X5S88F,spikey
Chrome,975,,,971,76,2019-07-12T14:56:04.336Z,A20N1NK5X5S88F,spikey
Chrome,600,,,951,83,2019-07-12T14:56:04.336Z,A20N1NK5X5S88F,spikey
Chrome,825,,,1001,83,2019-07-12T14:56:04.336Z,A20N1NK5X5S88F,spikey
Chrome,600,,,995,83,2019-07-12T16:54:50.598Z,A219Y0MX694TM2,spikey
Chrome,900,,,1001,76,2019-07-12T16:54:50.598Z,A219Y0MX694TM2,spikey
Chrome,525,,,950,83,2019-07-12T16:54:50.598Z,A219Y0MX694TM2,spikey
Chrome,450,,,1001,83,2019-07-12T16:54:50.598Z,A219Y0MX694TM2,spikey
Chrome,750,,,1041,83,2019-07-12T16:54:50.598Z,A219Y0MX694TM2,spikey
Chrome,675,,,1043,83,2019-07-12T16:54:50.598Z,A219Y0MX694TM2,spikey
Chrome,600,,,992,83,2019-07-12T16:54:50.598Z,A219Y0MX694TM2,spikey
Chrome,900,,,962,76,2019-07-12T16:54:50.598Z,A219Y0MX694TM2,spikey
Chrome,825,,,986,83,2019-07-12T16:54:50.598Z,A219Y0MX694TM2,spikey
Chrome,825,,,1038,83,2019-07-12T17:11:59.521Z,A21RG48A9K95AM,spikey
Chrome,975,,,1021,83,2019-07-12T17:11:59.521Z,A21RG48A9K95AM,spikey
Chrome,525,,,953,83,2019-07-12T17:11:59.521Z,A21RG48A9K95AM,spikey
Chrome,450,,,955,83,2019-07-12T17:11:59.521Z,A21RG48A9K95AM,spikey
Chrome,1050,,,1046,76,2019-07-12T17:11:59.521Z,A21RG48A9K95AM,spikey
Chrome,600,,,1019,83,2019-07-12T17:11:59.521Z,A21RG48A9K95AM,spikey
Chrome,900,,,1014,83,2019-07-12T17:11:59.521Z,A21RG48A9K95AM,spikey
Chrome,675,,,1030,83,2019-07-12T17:11:59.521Z,A21RG48A9K95AM,spikey
Chrome,750,,,1038,83,2019-07-12T17:11:59.521Z,A21RG48A9K95AM,spikey
Chrome,525,,,983,83,2019-07-12T14:58:12.129Z,A22AHPN2HZHFSV,spikey
Chrome,450,,,1012,83,2019-07-12T14:58:12.129Z,A22AHPN2HZHFSV,spikey
Chrome,600,,,961,83,2019-07-12T14:58:12.129Z,A22AHPN2HZHFSV,spikey
Chrome,600,,,995,83,2019-07-12T14:58:12.129Z,A22AHPN2HZHFSV,spikey
Chrome,450,,,1011,83,2019-07-12T14:58:12.129Z,A22AHPN2HZHFSV,spikey
Chrome,900,,,1005,83,2019-07-12T14:58:12.129Z,A22AHPN2HZHFSV,spikey
Chrome,900,,,1013,83,2019-07-12T14:58:12.129Z,A22AHPN2HZHFSV,spikey
Chrome,525,,,1047,83,2019-07-12T14:58:12.129Z,A22AHPN2HZHFSV,spikey
Chrome,825,,,981,76,2019-07-12T14:58:12.129Z,A22AHPN2HZHFSV,spikey
Chrome,825,,,979,76,2019-07-12T16:41:56.448Z,A22CEZJDTT5EI6,spikey
Chrome,450,,,1049,76,2019-07-12T16:41:56.448Z,A22CEZJDTT5EI6,spikey
Chrome,975,,,1004,76,2019-07-12T16:41:56.448Z,A22CEZJDTT5EI6,spikey
Chrome,450,,,1035,76,2019-07-12T16:41:56.448Z,A22CEZJDTT5EI6,spikey
Chrome,525,,,978,76,2019-07-12T16:41:56.448Z,A22CEZJDTT5EI6,spikey
Chrome,900,,,1025,83,2019-07-12T16:41:56.448Z,A22CEZJDTT5EI6,spikey
Chrome,900,,,953,83,2019-07-12T16:41:56.448Z,A22CEZJDTT5EI6,spikey
Chrome,450,,,1030,83,2019-07-12T16:41:56.448Z,A22CEZJDTT5EI6,spikey
Chrome,525,2019-07-12T16:52:49.677Z,,984,83,2019-07-12T16:41:56.448Z,A22CEZJDTT5EI6,spikey
Chrome,675,,,967,83,2019-07-12T16:46:44.459Z,A26L7403RHRQP8,spikey
Chrome,825,,,1032,76,2019-07-12T16:46:44.459Z,A26L7403RHRQP8,spikey
Chrome,750,,,997,83,2019-07-12T16:46:44.459Z,A26L7403RHRQP8,spikey
Chrome,525,,,997,83,2019-07-12T16:46:44.459Z,A26L7403RHRQP8,spikey
Chrome,450,,,981,83,2019-07-12T16:46:44.459Z,A26L7403RHRQP8,spikey
Chrome,675,,,951,83,2019-07-12T16:46:44.459Z,A26L7403RHRQP8,spikey
Chrome,825,,,1007,83,2019-07-12T16:46:44.459Z,A26L7403RHRQP8,spikey
Chrome,975,,,962,76,2019-07-12T16:46:44.459Z,A26L7403RHRQP8,spikey
Chrome,675,,,957,83,2019-07-12T16:46:44.459Z,A26L7403RHRQP8,spikey
Chrome,1050,,,1038,83,2019-07-12T17:15:59.238Z,A27HGM9SULA4BC,spikey
Chrome,825,,,1012,83,2019-07-12T17:15:59.238Z,A27HGM9SULA4BC,spikey
Chrome,675,,,966,83,2019-07-12T17:15:59.238Z,A27HGM9SULA4BC,spikey
Chrome,750,,,1016,76,2019-07-12T17:15:59.238Z,A27HGM9SULA4BC,spikey
Chrome,900,,,992,83,2019-07-12T17:15:59.238Z,A27HGM9SULA4BC,spikey
Chrome,975,,,1035,76,2019-07-12T17:15:59.238Z,A27HGM9SULA4BC,spikey
Chrome,750,,,953,83,2019-07-12T17:15:59.238Z,A27HGM9SULA4BC,spikey
Chrome,900,,,988,83,2019-07-12T17:15:59.238Z,A27HGM9SULA4BC,spikey
Chrome,1050,,,963,76,2019-07-12T17:15:59.238Z,A27HGM9SULA4BC,spikey
Chrome,900,,,1048,83,2019-07-12T15:53:57.827Z,A2BW6WD7LZ9EGV,spikey
Chrome,450,,,1024,83,2019-07-12T15:53:57.827Z,A2BW6WD7LZ9EGV,spikey
Chrome,525,,,960,83,2019-07-12T15:53:57.827Z,A2BW6WD7LZ9EGV,spikey
Chrome,750,,,975,83,2019-07-12T15:53:57.827Z,A2BW6WD7LZ9EGV,spikey
Chrome,825,,,974,83,2019-07-12T15:53:57.827Z,A2BW6WD7LZ9EGV,spikey
Chrome,600,,"No issues, thanks!",978,83,2019-07-12T15:53:57.827Z,A2BW6WD7LZ9EGV,spikey
Chrome,975,,,1032,76,2019-07-12T15:53:57.827Z,A2BW6WD7LZ9EGV,spikey
Chrome,675,,,1039,83,2019-07-12T15:53:57.827Z,A2BW6WD7LZ9EGV,spikey
Chrome,900,,,1020,76,2019-07-12T15:53:57.827Z,A2BW6WD7LZ9EGV,spikey
Firefox,900,,,954,83,2019-07-12T15:18:56.602Z,A2EKR2ZFO10VMV,spikey
Firefox,975,,,1005,76,2019-07-12T15:18:56.602Z,A2EKR2ZFO10VMV,spikey
Firefox,450,,,1016,83,2019-07-12T15:18:56.602Z,A2EKR2ZFO10VMV,spikey
Firefox,1050,,,974,76,2019-07-12T15:18:56.602Z,A2EKR2ZFO10VMV,spikey
Firefox,450,,,1014,83,2019-07-12T15:18:56.602Z,A2EKR2ZFO10VMV,spikey
Firefox,975,,,1038,76,2019-07-12T15:18:56.602Z,A2EKR2ZFO10VMV,spikey
Firefox,600,,,1025,83,2019-07-12T15:18:56.602Z,A2EKR2ZFO10VMV,spikey
Firefox,675,,,953,83,2019-07-12T15:18:56.602Z,A2EKR2ZFO10VMV,spikey
Firefox,975,2019-07-12T15:29:14.932Z,,976,83,2019-07-12T15:18:56.602Z,A2EKR2ZFO10VMV,spikey
Chrome,825,,,961,83,2019-07-12T16:15:28.251Z,A2FARB7LA24AU8,spikey
Chrome,1050,,,1034,76,2019-07-12T16:15:28.251Z,A2FARB7LA24AU8,spikey
Chrome,450,,,980,83,2019-07-12T16:15:28.251Z,A2FARB7LA24AU8,spikey
Chrome,750,,,1028,83,2019-07-12T16:15:28.251Z,A2FARB7LA24AU8,spikey
Chrome,600,,,1034,76,2019-07-12T16:15:28.251Z,A2FARB7LA24AU8,spikey
Chrome,1050,,,976,76,2019-07-12T16:15:28.251Z,A2FARB7LA24AU8,spikey
Chrome,975,,,979,76,2019-07-12T16:15:28.251Z,A2FARB7LA24AU8,spikey
Chrome,600,,,1043,83,2019-07-12T16:15:28.251Z,A2FARB7LA24AU8,spikey
Chrome,1050,2019-07-12T16:27:52.230Z,,972,76,2019-07-12T16:15:28.251Z,A2FARB7LA24AU8,spikey
Chrome,975,,,1018,76,2019-07-12T16:50:02.741Z,A2I960JYUZ8KAV,spikey
Chrome,675,,,1021,83,2019-07-12T16:50:02.741Z,A2I960JYUZ8KAV,spikey
