browser,duration,endTime,feedback,isi,judgment,startTime,subjectID,type
Firefox,450,,,961,83,2019-07-12T16:48:50.622Z,A19L8SNH73AX1Z,red
Firefox,825,,,955,83,2019-07-12T16:48:50.622Z,A19L8SNH73AX1Z,red
Firefox,750,,,979,83,2019-07-12T16:48:50.622Z,A19L8SNH73AX1Z,red
Firefox,525,,,1005,83,2019-07-12T16:48:50.622Z,A19L8SNH73AX1Z,red
Firefox,675,,,951,83,2019-07-12T16:48:50.622Z,A19L8SNH73AX1Z,red
Firefox,900,,,1033,76,2019-07-12T16:48:50.622Z,A19L8SNH73AX1Z,red
Firefox,750,,,978,83,2019-07-12T16:48:50.622Z,A19L8SNH73AX1Z,red
Firefox,1050,,,1030,76,2019-07-12T16:48:50.622Z,A19L8SNH73AX1Z,red
Firefox,975,2019-07-12T17:00:11.904Z,no problems,1003,83,2019-07-12T16:48:50.622Z,A19L8SNH73AX1Z,red
Chrome,450,,,962,83,2019-07-12T17:06:24.280Z,A1LSGYXKP6O1B8,red
Chrome,975,,,1033,76,2019-07-12T17:06:24.280Z,A1LSGYXKP6O1B8,red
Chrome,900,,,1015,76,2019-07-12T17:06:24.280Z,A1LSGYXKP6O1B8,red
Chrome,750,,,1031,83,2019-07-12T17:06:24.280Z,A1LSGYXKP6O1B8,red
Chrome,525,,,954,83,2019-07-12T17:06:24.280Z,A1LSGYXKP6O1B8,red
Chrome,675,,,950,83,2019-07-12T17:06:24.280Z,A1LSGYXKP6O1B8,red
Chrome,1050,,,954,76,2019-07-12T17:06:24.280Z,A1LSGYXKP6O1B8,red
Chrome,525,,,957,83,2019-07-12T17:06:24.280Z,A1LSGYXKP6O1B8,red
Chrome,900,2019-07-12T17:20:02.632Z,Worked great. ,971,76,2019-07-12T17:06:24.280Z,A1LSGYXKP6O1B8,red
Chrome,1050,,,960,83,2019-07-12T15:10:41.305Z,A1P2RQ166VS5BT,red
Chrome,750,,,1015,83,2019-07-12T15:10:41.305Z,A1P2RQ166VS5BT,red
Chrome,825,,,958,76,2019-07-12T15:10:41.305Z,A1P2RQ166VS5BT,red
Chrome,825,,,1041,83,2019-07-12T15:10:41.305Z,A1P2RQ166VS5BT,red
Chrome,450,,,1001,83,2019-07-12T15:10:41.305Z,A1P2RQ166VS5BT,red
Chrome,675,,,1009,83,2019-07-12T15:10:41.305Z,A1P2RQ166VS5BT,red
Chrome,525,,,996,83,2019-07-12T15:10:41.305Z,A1P2RQ166VS5BT,red
Chrome,825,,,998,76,2019-07-12T15:10:41.305Z,A1P2RQ166VS5BT,red
Chrome,750,,,978,76,2019-07-12T15:10:41.305Z,A1P2RQ166VS5BT,red
Chrome,525,,,970,76,2019-07-12T15:56:11.722Z,A1PR74OHURJNTO,red
Chrome,825,,,970,83,2019-07-12T15:56:11.722Z,A1PR74OHURJNTO,red
Chrome,750,,,1002,76,2019-07-12T15:56:11.722Z,A1PR74OHURJNTO,red
Chrome,750,,,958,83,2019-07-12T15:56:11.722Z,A1PR74OHURJNTO,red
Chrome,825,,,1033,76,2019-07-12T15:56:11.722Z,A1PR74OHURJNTO,red
